"labels","experiment","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","dilution"
"E57aJKL","E5",0,0,0,0,0,1
"E57aCMS","E5",0,0,0,0,0,1
"E57aKLZ","E5",0,0,0,0,0,1
"E57aELP","E5",1,0,0,0,0.25,1
"E57aOSV","E5",1,0,0,0,0.25,1
"E57aMQU","E5",2,0,2,0,1,1
"E57aNWY","E5",1,1,2,0,1,1
"E57aDQS","E5",1,0,0,1,0.5,1
"E57aGMO","E5",0,0,2,0,0.5,1
"E57aJPS","E5",2,2,2,3,2.25,1
"E57aHNW","E5",0,0,1,0,0.25,1
"E57aDGZ","E5",0,1,0,0,0.25,1
"E57aHRZ","E5",0,1,0,NA,0.333333333333333,1
"E57aHIJ","E5",0,2,1,0,0.75,1
"E57aMSX","E5",NA,NA,NA,NA,NA,1
"E57aAGR","E5",0,0,0,1,0.25,1
"E57aBMU","E5",0,1,1,0,0.5,1
"E57aLRV","E5",1,0,3,1,1.25,1
"E57aIKY","E5",0,0,0,0,0,1
"E57aEYZ","E5",0,0,0,0,0,1
"E57aTYZ","E5",2,1,0,0,0.75,1
"E57aHMO","E5",0,0,0,2,0.5,1
"E57aBGX","E5",0,0,0,0,0,1
"E57aHMV","E5",1,1,1,2,1.25,1
"E57aFGN","E5",0,0,2,1,0.75,1
"E57aCPZ","E5",0,0,0,0,0,1
"E57aFNT","E5",0,0,0,0,0,1
"E57aDYZ","E5",1,2,1,0,1,1
"E57aFKU","E5",6,8,7,5,6.5,1
"E57aGUY","E5",0,0,0,0,0,1
"E57aLMN","E5",4,6,7,10,6.75,1
"E57aBDS","E5",0,0,0,0,0,1
"E57aIPZ","E5",0,0,0,0,0,1
"E57aJPT","E5",0,0,0,0,0,1
"E57aBPW","E5",2,1,1,0,1,1
"E57aJTU","E5",0,0,0,0,0,1
"E57aJRY","E5",0,0,1,0,0.25,1
"E57aBJO","E5",2,2,0,1,1.25,1
"E57aEUY","E5",0,0,1,0,0.25,1
"E57aLTX","E5",0,1,0,0,0.25,1
"E57aAER","E5",0,1,2,0,0.75,1
"E57aVXY","E5",0,0,0,0,0,1
"E57aLMW","E5",0,0,0,0,0,1
"E57aKMS","E5",0,0,0,0,0,1
"E57aJMY","E5",0,0,0,0,0,1
"E57aEKQ","E5",0,0,0,0,0,1
"E57aOPZ","E5",0,0,0,0,0,1
"E57aCKR","E5",0,0,0,0,0,2
"E57aBQY","E5",0,0,0,0,0,1
"E57aMOU","E5",0,0,0,0,0,1
"E57aAOV","E5",0,0,0,0,0,1
"E57aCKY","E5",0,0,0,0,0,1
"E57aCEP","E5",0,0,0,0,0,1
"E57aHLZ","E5",0,0,0,0,0,1
"E57aEHX","E5",0,0,0,0,0,1
"E57aAGS","E5",0,0,0,0,0,1
"E57aJLQ","E5",0,0,0,0,0,1
"E57aPTV","E5",0,0,0,0,0,1
"E57aFGP","E5",0,0,0,0,0,1
"E57aHJL","E5",0,0,0,0,0,1
"E57aMTY","E5",0,0,0,0,0,1
"E57aFOQ","E5",0,0,0,0,0,1
"E57aETW","E5",0,0,0,0,0,1
"E57aAOZ","E5",0,0,0,0,0,1
"E57aDFG","E5",0,0,0,0,0,1
"E57aHTU","E5",0,0,0,0,0,1
"E57aHLP","E5",3,4,4,4,3.75,1
"E57aBUV","E5",0,0,0,1,0.25,1
"E57aBHT","E5",7,15,13,13,12,1
"E57aPSV","E5",0,24,10,4,9.5,1
"E57aAFO","E5",3,5,6,9,5.75,1
"E57aGRU","E5",5,17,8,20,12.5,1
"E57aPVW","E5",12,10,12,12,11.5,1
"E57aNOP","E5",8,4,11,5,7,1
"E57aDPZ","E5",5,1,5,6,4.25,1
"E57aDLQ","E5",0,1,0,0,0.25,1
"E57aCPS","E5",2,4,3,6,3.75,1
"E57aBDV","E5",9,12,16,8,11.25,1
"E57aMQY","E5",19,27,16,25,21.75,1
"E57aBOS","E5",14,22,9,12,14.25,1
"E57aCER","E5",0,1,2,1,1,1
"E57aDFL","E5",8,37,17,26,22,1
"E57aQUX","E5",4,3,9,3,4.75,1
"E57aFIU","E5",2,4,3,3,3,1
"E57aAIR","E5",4,2,3,5,3.5,1
"E57aEIL","E5",6,6,1,4,4.25,1
"E57aOQX","E5",3,11,4,11,7.25,1
"E57aIQW","E5",0,3,3,9,3.75,1
"E57aNXY","E5",0,0,0,0,0,1
"E57aCEH","E5",0,0,0,0,0,1
"E57aMNT","E5",0,0,0,0,0,1
"E57aFJN","E5",0,0,0,0,0,1
"E57aBUY","E5",0,0,0,0,0,1
"E57aEMO","E5",0,0,0,0,0,1
"E57aHKX","E5",1,0,0,1,0.5,1
"E57aFJY","E5",0,0,0,0,0,1
"E57aAGI","E5",0,0,0,0,0,1
"E57aGOT","E5",0,0,0,0,0,1
"E57aEHK","E5",0,0,0,0,0,1
"E57aENR","E5",0,0,0,0,0,1
"E57aLRX","E5",0,0,0,0,0,1
"E57aHJR","E5",0,0,0,0,0,2
"E57aDFX","E5",0,0,0,0,0,1
"E57aOQV","E5",0,0,0,0,0,1
"E57aIPR","E5",0,0,0,0,0,1
"E57aMXZ","E5",0,0,0,0,0,1
"E57aHIK","E5",0,0,0,0,0,2
"E57aIKZ","E5",0,0,0,0,0,1
"E57aHOY","E5",0,0,0,0,0,1
"E57aDOU","E5",0,0,0,0,0,2
"E57aDOS","E5",0,0,0,0,0,2
"E57aDLM","E5",0,0,0,0,0,2
"E57aCJN","E5",0,0,0,0,0,1
"E57aHIR","E5",0,0,0,0,0,1
"E57aINS","E5",0,0,0,0,0,1
"E57aBNX","E5",0,0,0,0,0,2
"E57aIMX","E5",0,0,0,0,0,1
"E57aBKQ","E5",0,0,0,0,0,1
"E57aJOQ","E5",0,0,0,0,0,1
"E57aILP","E5",53,40,61,59,53.25,1
"E57aBUW","E5",45,40,59,45,47.25,1
"E57aGUZ","E5",7,22,15,13,14.25,1
"E57aIKN","E5",14,18,22,33,21.75,1
"E57aPSW","E5",5,27,4,3,9.75,1
"E57aAPS","E5",8,6,6,3,5.75,1
"E57aFPT","E5",6,2,6,10,6,1
"E57aENP","E5",25,40,15,36,29,1
"E57aDIU","E5",7,8,6,10,7.75,1
"E57aMOP","E5",27,25,23,24,24.75,1
"E57aBGS","E5",5,3,0,0,2,1
"E57aLNR","E5",7,8,9,8,8,1
"E57aILW","E5",24,20,30,40,28.5,1
"E57aNVX","E5",3,5,1,2,2.75,1
"E57aGPU","E5",5,4,15,1,6.25,1
"E57aCFP","E5",19,15,26,42,25.5,1
"E57aDIR","E5",18,21,25,24,22,1
"E57aILV","E5",25,30,17,16,22,1
"E57aADJ","E5",13,20,7,14,13.5,2
"E57aIMZ","E5",10,11,8,3,8,1
"E57aBLV","E5",21,28,25,19,23.25,1
"E57aDNV","E5",1,2,2,1,1.5,1
"E57aKLR","E5",2,2,2,2,2,1
"E57aKRT","E5",7,7,3,3,5,1
"E57aDST","E5",61,49,38,42,47.5,1
"E57aBSV","E5",9,8,6,16,9.75,1
"E57aAMP","E5",20,11,13,22,16.5,1
"E57aLOZ","E5",11,5,4,2,5.5,1
"E57aCDM","E5",18,21,15,21,18.75,1
"E57aADV","E5",0,2,0,3,1.25,1
"E57aDNW","E5",12,8,10,3,8.25,1
"E57aCRX","E5",0,0,0,0,0,1
"E57aAFL","E5",7,11,7,11,9,1
"E57aQRZ","E5",20,25,21,25,22.75,1
"E57aLPR","E5",3,1,2,3,2.25,1
"E57aFMR","E5",15,13,8,17,13.25,1
"E57aCNV","E5",27,32,28,25,28,1
"E57aRVX","E5",0,0,0,0,0,1
"E57aKWY","E5",0,0,0,0,0,1
"E57aJLY","E5",0,0,0,0,0,1
"E57aJRS","E5",0,0,0,0,0,1
"E57aDSY","E5",0,0,0,0,0,1
"E57aSYZ","E5",0,0,0,0,0,1
"E57aEFU","E5",0,0,0,0,0,1
"E57aEJM","E5",0,0,0,0,0,1
"E57aFPR","E5",0,0,0,0,0,1
"E57aEOU","E5",0,0,0,0,0,1
"E57aABV","E5",0,0,0,0,0,1
"E57aNSZ","E5",0,0,0,0,0,1
"E57aAJO","E5",0,0,0,0,0,1
"E57aDMO","E5",0,0,0,0,0,1
"E57aDJP","E5",0,0,0,0,0,1
"E57aAMY","E5",0,0,0,0,0,1
"E57aDGU","E5",0,0,0,0,0,1
"E57aINP","E5",0,0,0,0,0,1
"E57aABU","E5",0,0,0,0,0,1
"E57aTXY","E5",0,0,0,0,0,1
"E57aIMQ","E5",0,0,0,0,0,1
"E57aLMV","E5",0,0,0,0,0,2
"E57aBES","E5",0,0,0,0,0,2
"E57aBIK","E5",0,0,0,0,0,2
"E57aCPT","E5",0,0,0,0,0,1
"E57aAKU","E5",388,342,414,380,381,1
"E57aBEM","E5",519,396,575,455,486.25,1
"E57aKTU","E5",95,109,145,124,118.25,1
"E57aDPV","E5",59,48,72,54,58.25,1
"E57aDHQ","E5",80,79,83,95,84.25,1
"E57aCWX","E5",30,32,45,50,39.25,1
"E57aDJU","E5",18,15,15,26,18.5,1
"E57aABY","E5",171,125,240,203,184.75,1
"E57aABM","E5",72,64,69,75,70,1
"E57aOTZ","E5",50,40,30,39,39.75,1
"E57aGMX","E5",265,291,312,268,284,1
"E57aBFX","E5",208,204,224,211,211.75,1
"E57aDFN","E5",187,184,182,278,207.75,1
"E57aINU","E5",21,22,33,22,24.5,1
"E57aCGL","E5",213,189,306,284,248,1
"E57aAKR","E5",227,266,329,330,288,1
"E57aHOZ","E5",14,14,26,29,20.75,1
"E57aAKQ","E5",20,30,16,26,23,1
"E57aBWY","E5",8,7,5,8,7,1
"E57aIMR","E5",21,20,25,24,22.5,1
"E57aGIL","E5",11,5,10,8,8.5,2
"E57aJNR","E5",2,1,1,0,1,1
"E57aBEH","E5",0,0,0,0,0,1
"E57aEIY","E5",0,0,0,0,0,1
"E57aKOU","E5",0,0,0,0,0,1
"E57aGJS","E5",0,0,0,0,0,1
"E57aFMT","E5",0,0,0,0,0,1
"E57aEGZ","E5",0,0,0,0,0,1
"E57aDVW","E5",0,0,0,0,0,1
"E57aLNY","E5",0,0,0,0,0,1.5
"E57aEMZ","E5",0,0,0,0,0,1
"E57aKNZ","E5",0,0,0,0,0,1
"E57aBFL","E5",0,0,0,0,0,1
"E57aIOY","E5",0,0,0,0,0,1.5
"E57aQVY","E5",0,0,0,0,0,1
"E57aCKZ","E5",0,0,0,0,0,2
"E57aEOZ","E5",0,0,0,0,0,1
"E57aKTX","E5",0,0,0,0,0,1
"E57aMPY","E5",0,0,0,0,0,1
"E57aVWY","E5",0,0,0,0,0,1
"E57aJOP","E5",0,0,0,0,0,1
"E57aTUY","E5",0,0,0,0,0,1.5
"E57aMNR","E5",0,0,0,0,0,1
"E57aEFG","E5",0,0,0,0,0,2
"E57aHLW","E5",0,0,0,0,0,1
"E57aKOS","E5",0,0,0,0,0,1
"E57aADS","E5",0,0,0,0,0,1
"E57aDQY","E5",0,0,0,0,0,1
"E57aKWZ","E5",0,0,0,0,0,1
"E57aGMQ","E5",0,0,0,0,0,1.5
"E57aBNV","E5",0,0,0,0,0,1
"E57aLPS","E5",0,0,0,0,0,1
"E57aBKN","E5",0,0,0,0,0,1
"E57aEJP","E5",30,25,41,30,31.5,1
"E57aQSX","E5",36,49,32,56,43.25,1
"E57aFQW","E5",12,9,3,7,7.75,1
"E57aGOS","E5",65,39,61,64,57.25,1
"E57aMUX","E5",0,0,5,6,2.75,1
"E57aMNQ","E5",112,89,110,132,110.75,1
"E57aBGP","E5",80,68,59,100,76.75,1
"E57aMRW","E5",155,127,174,147,150.75,1
"E57aBLS","E5",171,137,161,164,158.25,1
"E57aGOR","E5",75,90,98,85,87,1
"E57aDKL","E5",37,45,36,31,37.25,1
"E57aGNS","E5",43,51,44,44,45.5,1
"E57aKQS","E5",83,70,88,80,80.25,1
"E57aGIN","E5",84,117,119,79,99.75,1
"E57aBHL","E5",123,149,146,139,139.25,1
"E57aALO","E5",117,111,114,98,110,1
"E57aCEL","E5",122,142,118,143,131.25,1
"E57aKSW","E5",33,50,46,25,38.5,1
"E57aDJK","E5",47,66,59,74,61.5,1
"E57aJVW","E5",41,44,38,53,44,1
"E57aKQU","E5",43,54,39,47,45.75,1
"E57aOSU","E5",17,7,17,8,12.25,1
"E57aEPX","E5",5,6,7,5,5.75,1
"E57aJKX","E5",8,12,16,16,13,1
"E57aJPU","E5",89,102,94,114,99.75,1
"E57aABC","E5",55,45,51,64,53.75,1
"E57aDIO","E5",46,35,47,49,44.25,1
"E57aBPV","E5",123,148,169,246,171.5,1
"E57aCHJ","E5",154,139,135,101,132.25,2
"E57aGLQ","E5",53,61,61,74,62.25,1
"E57aHOQ","E5",103,87,95,89,93.5,1
"E57aQUZ","E5",41,54,43,44,45.5,1
"E57aKMT","E5",47,57,68,62,58.5,1
"E57aAHK","E5",117,109,120,114,115,2
"E57aGNY","E5",170,180,198,162,177.5,1
"E57aAFS","E5",83,78,80,72,78.25,1
"E57aADL","E5",97,93,123,104,104.25,1
"E57aBEJ","E5",5,5,8,13,7.75,1
"E57aQRU","E5",0,0,0,0,0,1
"E57aINV","E5",0,1,0,2,0.75,1
"E57aFSW","E5",0,0,0,0,0,1
"E57aHJV","E5",25,14,27,21,21.75,1
"E57aNRW","E5",1,2,0,1,1,1
"E57aBIL","E5",0,0,0,1,0.25,1
"E57aBQZ","E5",0,0,0,1,0.25,1
"E57aAOP","E5",1,0,0,0,0.25,1
"E57aUVY","E5",9,8,6,10,8.25,1
"E57aCHW","E5",1,3,6,5,3.75,1
"E57aPWY","E5",6,3,4,9,5.5,1
"E57aDOZ","E5",0,1,0,0,0.25,1
"E57aEMT","E5",0,1,1,3,1.25,1
"E57aBDL","E5",1,1,1,0,0.75,1
"E57aAHU","E5",0,0,0,0,0,1
"E57aKVY","E5",0,1,0,0,0.25,1
"E57aACH","E5",0,4,4,4,3,1
"E57aCNP","E5",0,1,0,0,0.25,1
"E57aJPV","E5",0,0,0,0,0,1
"E57aCJY","E5",0,0,0,0,0,1
"E57aCIV","E5",2,0,4,1,1.75,1
"E57aCTW","E5",7,7,8,7,7.25,1
"E57aCQU","E5",0,2,0,1,0.75,1
"E57aCHO","E5",0,0,0,0,0,1
"E57aKOT","E5",48,55,53,58,53.5,2
"E57aBPU","E5",28,25,51,47,37.75,1
"E57aBEP","E5",138,102,156,87,120.75,1
"E57aFHX","E5",81,89,100,97,91.75,2
"E57aNOQ","E5",18,22,22,19,20.25,1
"E57aDRW","E5",77,73,99,82,82.75,1
"E57aIOQ","E5",119,117,123,130,122.25,1.5
"E57aDNY","E5",31,24,38,35,32,1
"E57aDMY","E5",53,58,85,63,64.75,1
"E57aEUV","E5",51,41,70,56,54.5,2
"E57aENO","E5",33,26,42,20,30.25,1
"E57aJOW","E5",11,12,16,13,13,2
"E57aOPW","E5",32,27,32,29,30,1
"E57aAKV","E5",39,40,34,40,38.25,1
"E57aEJL","E5",65,56,40,48,52.25,1
"E57aBLW","E5",36,38,38,28,35,1
"E57aGTU","E5",85,60,70,73,72,1
"E57aHJN","E5",168,139,165,157,157.25,1
"E57aJLW","E5",11,7,5,8,7.75,2
"E57aOPS","E5",11,11,18,13,13.25,1
"E57aMWX","E5",19,20,22,29,22.5,1
"E57aCSV","E5",17,13,14,20,16,1
"E57aFKN","E5",1,2,2,1,1.5,1
"E57aFIY","E5",1,1,0,2,1,1
"E57aHIO","E5",6,13,6,13,9.5,1
"E57aJTV","E5",0,0,1,0,0.25,1
"E57aBGQ","E5",2,4,0,2,2,1
"E57aHKN","E5",10,5,14,9,9.5,1
"E57aCOR","E5",6,8,18,8,10,1
"E57aBIS","E5",5,5,4,6,5,1
"E57aAJU","E5",0,1,1,1,0.75,2
"E57aDOP","E5",4,1,1,2,2,1
"E57aCKV","E5",1,0,1,0,0.5,1
"E57aCJQ","E5",4,1,1,0,1.5,1
"E57aGNZ","E5",0,0,1,0,0.25,1
"E57aKMX","E5",0,0,0,1,0.25,1
"E57aADE","E5",0,0,0,0,0,1
"E57aAKX","E5",1,1,0,1,0.75,1
"E57aQUW","E5",1,3,2,4,2.5,1
"E57aLNX","E5",0,1,0,0,0.25,1
"E57aOST","E5",3,3,3,1,2.5,1
"E57aBOY","E5",2,0,1,0,0.75,1
"E57aAIK","E5",NA,NA,NA,NA,NA,1
"E57aJLX","E5",6,6,4,14,7.5,1
"E57aMRS","E5",0,2,1,1,1,1
"E57aAKN","E5",0,1,0,0,0.25,1
"E57aBDH","E5",0,0,0,0,0,1
"E57aMNY","E5",0,0,0,0,0,1
"E57aBEW","E5",0,0,0,0,0,1
"E57aBKZ","E5",0,0,0,0,0,2
"E57aEIR","E5",0,5,1,1,1.75,1
"E57aLRU","E5",1,1,1,0,0.75,1
"E57aDIW","E5",0,0,0,0,0,1
"E57aACF","E5",12,3,2,10,6.75,1
"E57aBFW","E5",10,9,17,14,12.5,2
"E57aACX","E5",11,2,13,6,8,1
"E57aCJM","E5",18,18,16,12,16,1
"E57aNOY","E5",2,0,0,1,0.75,1
"E57aEGR","E5",14,22,23,13,18,1
"E57aGIJ","E5",22,30,26,40,29.5,1
"E57aGOX","E5",38,44,43,42,41.75,1
"E57aBIV","E5",37,33,47,30,36.75,1
"E57aCMR","E5",6,4,9,2,5.25,1
"E57aFIQ","E5",4,3,4,6,4.25,1
"E57aAKY","E5",21,21,14,17,18.25,1
"E57aBNQ","E5",2,2,3,6,3.25,1
"E57aAGP","E5",120,142,128,135,131.25,1
"E57aDSV","E5",18,20,13,15,16.5,1
"E57aAHN","E5",27,29,19,27,25.5,1
"E57aFKL","E5",17,42,32,36,31.75,1
"E57aIQV","E5",29,33,30,36,32,1
"E57aHJP","E5",7,13,14,18,13,1
"E57aIRW","E5",14,18,15,15,15.5,1
"E57aCOS","E5",58,45,28,52,45.75,1
"E57aGRS","E5",4,1,3,2,2.5,1
"E57aBIT","E5",4,5,2,2,3.25,1
"E57aDMS","E5",4,6,5,4,4.75,1
"E57aGVW","E5",14,14,20,17,16.25,1
"E57aEFX","E5",2,30,10,9,12.75,1
"E57aCRV","E5",40,37,30,39,36.5,1
"E57aHKP","E5",24,21,39,30,28.5,1
"E57aCDK","E5",18,19,19,18,18.5,1
"E57aADY","E5",28,19,22,22,22.75,1
"E57aBTX","E5",12,18,13,17,15,1
"E57aCDH","E5",61,50,54,56,55.25,1
"E57aCGM","E5",23,29,33,33,29.5,1
"E57aAJP","E5",10,9,10,10,9.75,2
"E57aXYZ","E5",32,28,38,15,28.25,1
"E57aEFP","E5",18,27,26,21,23,1
"E57aLWY","E5",2,6,5,9,5.5,1
"E57aOQZ","E5",25,21,34,23,25.75,1
"E57aCGI","E5",30,44,58,48,45,1
"E57aLPT","E5",22,20,25,19,21.5,1
"E57aACW","E5",7,12,20,12,12.75,1
"E57aDIY","E5",28,24,30,32,28.5,1
"E57aLSU","E5",43,33,43,42,40.25,1
"E57aDMV","E5",54,56,73,57,60,1
"E57aJPY","E5",6,13,10,14,10.75,1
"E57aAPW","E5",NA,NA,NA,NA,NA,1
"E57aDET","E5",41,49,73,57,55,1
"E57aAOY","E5",1,4,1,1,1.75,1
"E57aAIZ","E5",15,25,45,29,28.5,1
"E57aHOP","E5",57,73,60,62,63,1
"E57aQSY","E5",35,39,62,43,44.75,1
"E57aHNZ","E5",NA,NA,NA,NA,NA,1
"E57aDEY","E5",18,20,13,19,17.5,1
"E57aDPW","E5",22,21,30,41,28.5,1
"E57aDLZ","E5",172,168,191,193,181,1
"E57aJKZ","E5",69,48,67,61,61.25,1
"E57aAJQ","E5",38,30,27,30,31.25,1
"E57aFKS","E5",174,113,104,95,121.5,1
"E57aIKW","E5",110,102,81,104,99.25,2
"E57aDPR","E5",98,106,111,100,103.75,2
"E57aBEO","E5",NA,NA,NA,NA,NA,1
"E57aBCO","E5",74,75,59,77,71.25,1
"E57aJMO","E5",1,0,1,5,1.75,1
"E57aMWZ","E5",1,0,2,1,1,1
"E57aBNW","E5",17,36,30,29,28,1
"E57aFHR","E5",22,10,15,16,15.75,1
"E57aLMY","E5",1,3,1,2,1.75,1
"E57aLPX","E5",10,9,14,12,11.25,1
"E57aFPS","E5",13,12,17,11,13.25,1
"E57aCNR","E5",10,8,8,12,9.5,1
"E57aNST","E5",5,2,5,3,3.75,1
"E57aNXZ","E5",8,1,7,5,5.25,2
"E57aKNW","E5",2,7,8,4,5.25,1
"E57aALW","E5",0,0,0,0,0,1
"E57aLPV","E5",1,1,1,0,0.75,1
"E57aAEL","E5",4,4,3,3,3.5,2
"E57aTUX","E5",3,1,2,2,2,1
"E57aMRU","E5",2,2,3,2,2.25,2.5
"E57aBFN","E5",3,3,4,3,3.25,1
"E57aFVX","E5",23,11,14,18,16.5,1
"E57aALQ","E5",1,1,0,0,0.5,1
"E57aNOV","E5",1,3,3,1,2,1
"E57aAGH","E5",0,2,2,0,1,1
"E57aEFW","E5",4,1,1,2,2,1
"E57aKQR","E5",74,53,73,83,70.75,1
"E57aATY","E5",65,91,98,59,78.25,1
"E57aBHK","E5",29,25,27,25,26.5,1
"E57aSUV","E5",NA,NA,NA,NA,NA,1
"E57aNSW","E5",1,4,10,9,6,1
"E57aBDG","E5",89,72,158,105,106,1
"E57aNSY","E5",214,236,185,189,206,1
"E57aEQW","E5",140,92,154,113,124.75,1
"E57aDQZ","E5",136,147,114,172,142.25,1
"E57aJTW","E5",50,62,69,95,69,1
"E57aGMS","E5",0,0,0,0,0,1
"E57aNQW","E5",35,31,32,24,30.5,1
"E57aMPT","E5",32,24,22,47,31.25,1
"E57aAGU","E5",35,70,65,54,56,1
"E57aIUZ","E5",4,0,0,1,1.25,1
"E57aIMS","E5",0,0,3,1,1,1
"E57aABH","E5",50,47,104,103,76,1
"E57aJSU","E5",0,0,0,0,0,1
"E57aDLX","E5",2,13,6,6,6.75,1
"E57aAMS","E5",63,53,55,88,64.75,1
"E57aGQS","E5",97,276,74,95,135.5,1
"E57aAIV","E5",303,338,307,335,320.75,2
"E57aSVX","E5",33,19,37,29,29.5,1
"E57aEKP","E5",0,0,0,0,0,1
"E57aISU","E5",34,30,33,72,42.25,1
"E57aFHO","E5",0,1,3,0,1,1
"E57aDKS","E5",0,0,0,0,0,1
"E57aEFT","E5",188,153,163,186,172.5,1
"E57aGXY","E5",NA,NA,NA,NA,NA,1
"E57aABE","E5",20,37,28,31,29,1
"E57aJKN","E5",160,185,119,175,159.75,1
"E57aINY","E5",0,0,1,2,0.75,1
"E57aIWZ","E5",1,2,2,0,1.25,1
"E57aLOV","E5",5,4,7,7,5.75,1
"E57aHQS","E5",33,20,28,27,27,1
"E57aORT","E5",0,3,2,0,1.25,1
"E57aBMZ","E5",1,4,5,8,4.5,1
"E57aEGT","E5",4,11,7,7,7.25,1
"E57aCFI","E5",1,5,5,5,4,1
"E57aLNV","E5",41,57,42,40,45,1
"E57aEQT","E5",0,1,1,1,0.75,2
"E57aIPV","E5",1,1,6,8,4,1
"E57aCDO","E5",4,6,4,3,4.25,1
"E57aRUZ","E5",0,1,0,0,0.25,1
"E57aORS","E5",22,23,44,38,31.75,2
"E57aQRW","E5",10,14,6,7,9.25,1
"E57aIKV","E5",3,0,1,2,1.5,1
"E57aEFZ","E5",7,8,9,10,8.5,1
"E57aISY","E5",12,4,9,8,8.25,1
"E57aGWZ","E5",14,19,11,16,15,1
"E57aCLP","E5",2,5,4,4,3.75,1
"E57aMUZ","E5",27,5,16,14,15.5,1
"E57aHLN","E5",NA,NA,NA,NA,NA,1
"E57aBCT","E5",4,6,7,3,5,1
"E57aBCP","E5",1,4,4,2,2.75,1
"E57aFXZ","E5",12,11,10,13,11.5,1
"E57aAFQ","E5",10,17,12,16,13.75,1
"E57aNUZ","E5",4,5,8,12,7.25,1
"E57aQSW","E5",10,6,6,14,9,1
"E57aGOW","E5",0,2,3,1,1.5,1
"E57aMPS","E5",3,1,4,3,2.75,2
"E57aCGK","E5",3,3,0,3,2.25,1
"E57aJST","E5",84,91,79,104,89.5,1
"E57aGLS","E5",0,0,1,0,0.25,1
"E57aJQV","E5",0,1,4,0,1.25,1
"E57aCPV","E5",5,5,6,5,5.25,1
"E57aFMW","E5",1,5,3,1,2.5,1
"E57aDQR","E5",1,0,1,1,0.75,1
"E57aGTY","E5",43,37,56,49,46.25,1
"E57aQVZ","E5",19,31,24,21,23.75,1
"E57aHPU","E5",25,21,32,26,26,1
"E57aJSW","E5",49,39,23,37,37,1
"E57aCIX","E5",19,25,28,36,27,1
"E57aLSZ","E5",13,22,12,24,17.75,1
"E57aIKO","E5",17,20,25,21,20.75,1
"E57aKQZ","E5",22,32,27,17,24.5,1
"E57aKPZ","E5",NA,NA,NA,NA,NA,1
"E57aTWY","E5",23,19,22,17,20.25,1
"E57aKWX","E5",7,15,12,14,12,1
"E57aJNS","E5",1,2,5,2,2.5,1
"E57aFUY","E5",7,17,11,11,11.5,1
"E57aKPV","E5",13,4,17,12,11.5,1
"E57aDTV","E5",NA,NA,NA,NA,NA,1
"E57aRUV","E5",13,7,15,12,11.75,1
"E57aBGI","E5",10,6,7,8,7.75,1
"E57aKNY","E5",54,53,62,80,62.25,1
"E57aLTU","E5",30,30,37,33,32.5,1
"E57aIKS","E5",3,2,3,2,2.5,1
"E57aGIR","E5",7,8,9,12,9,1
"E57aDHM","E5",7,10,9,16,10.5,1
"E57aEPT","E5",2,5,3,3,3.25,1
"E57aCMU","E5",15,8,16,20,14.75,1
"E57aLQR","E5",20,8,14,26,17,1
"E57aFWY","E5",0,0,0,0,0,1
"E57aDHK","E5",0,0,0,0,0,1
"E57aADP","E5",20,9,8,8,11.25,1
"E57aLOU","E5",25,15,16,16,18,1
"E57aGKL","E5",0,0,1,0,0.25,1
"E57aALT","E5",1,0,0,0,0.25,1
"E57aAPU","E5",3,0,4,3,2.5,1
"E57aBOX","E5",6,4,3,4,4.25,1
"E57aDRT","E5",2,4,11,6,5.75,1
"E57aCEY","E5",6,6,3,9,6,2
"E57aEQZ","E5",0,0,0,0,0,1
"E57aNVW","E5",0,1,1,1,0.75,1
"E57aOVW","E5",0,3,0,0,0.75,1
"E57aAJX","E5",0,0,0,0,0,1
"E57aCDZ","E5",0,0,1,0,0.25,1
"E57aCEJ","E5",0,2,0,1,0.75,1
"E57aLTV","E5",3,1,2,1,1.75,1
"E57aJMZ","E5",5,4,11,7,6.75,1
"E57aQVW","E5",0,0,0,0,0,1
"E57aAMW","E5",0,2,1,2,1.25,1
"E57aWXZ","E5",0,0,0,1,0.25,1
"E57aEFJ","E5",5,3,3,3,3.5,1
"E57aBIR","E5",33,90,62,82,66.75,1
"E57aIQU","E5",17,13,12,22,16,1
"E57aLRZ","E5",37,47,37,33,38.5,1
"E57aFMP","E5",NA,NA,NA,NA,NA,1
"E57aIWY","E5",13,48,16,24,25.25,1
"E57aNOT","E5",17,20,18,44,24.75,1
"E57aNPY","E5",15,16,13,24,17,1
"E57aHLX","E5",22,31,26,19,24.5,1
"E57aBFG","E5",118,126,83,104,107.75,1
"E57aGPS","E5",38,55,35,47,43.75,1
"E57aLOT","E5",NA,NA,NA,NA,NA,1
"E57aHOU","E5",8,12,13,23,14,1
"E57aCFW","E5",76,93,100,57,81.5,1
"E57aHJT","E5",57,37,44,51,47.25,1
"E57aADF","E5",NA,NA,NA,NA,NA,1
"E57aALN","E5",4,4,0,0,2,1
"E57aHUZ","E5",NA,NA,NA,NA,NA,1
"E57aBGL","E5",NA,NA,NA,NA,NA,1
"E57aBOV","E5",NA,NA,NA,NA,NA,1
"E57aACY","E5",28,22,25,23,24.5,1
"E57aCOW","E5",67,70,70,47,63.5,1
"E57aDEW","E5",83,87,82,89,85.25,2
"E57aRSX","E5",24,30,35,33,30.5,1
"E57aCMV","E5",NA,NA,NA,NA,NA,1
