"EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"LM0289","E57aJQX","E5",19.13,19.44,"98.4053497942387",0.96,2,"primary"
"LM0291","E57aCRT","E5",16.96,16.53,"102.601330913491",1.94,2,"primary"
"LM0292","E57aDJS","E5",21.11,20.56,"102.675097276265",1.78,2,"primary"
"LM0293","E57aGNW","E5",17.66,16.94,"104.250295159386",0.68,2,"primary"
"LM0294","E57aJNQ","E5",13.22,13.66,"96.7789165446559",1.31,2,"primary"
"LM0295","E57aBIJ","E5",18.01,17.12,"105.198598130841",1.24,2,"primary"
"LM0179","E57aHKT","E5",19.03,18.93,"100.528262017961",1.26,3,"primary"
"LM0180","E57aCLZ","E5",23.79,24.1,"98.7136929460581",1.38,3,"primary"
"LM0181","E57aQTW","E5",17.41,17.5,"99.4857142857143",1.72,3,"primary"
"LM0182","E57aHIS","E5",17.83,16.94,"105.253837072019",0,3,"primary"
"LM0183","E57aAVZ","E5",16.6,17.08,"97.1896955503513",1.11,3,"primary"
"LM0184","E57aLPU","E5",22.19,22.8,"97.3245614035088",1.14,3,"primary"
"LM0185","E57aIPT","E5",20.13,20.1,"100.149253731343",1.26,3,"primary"
"LM0186","E57aFJQ","E5",17.82,18.1,"98.4530386740331",1.29,3,"primary"
"LM0187","E57aMNV","E5",16.18,16.71,"96.8282465589467",0,3,"primary"
"LM0188","E57aDRY","E5",20.15,20.6,"97.8155339805825",1.08,3,"primary"
"LM0189","E57aKSV","E5",16.14,17.03,"94.7739283617146",0.91,3,"primary"
"LM0190","E57aGQX","E5",15.49,15.55,"99.6141479099678",0.96,3,"primary"
"LM0191","E57aMRT","E5",21.49,21.97,"97.8152025489304",1,3,"primary"
"LM0192","E57aKNU","E5",21.82,21.06,"103.60873694207",0,3,"primary"
"LM0193","E57aAEN","E5",16.48,16.4,"100.487804878049",1.06,3,"primary"
"LM0194","E57aNQY","E5",19.69,20.37,"96.6617574864998",1.43,3,"primary"
"LM0195","E57aEGS","E5",17.22,16.88,"102.014218009479",0,3,"primary"
"LM0196","E57aGHX","E5",21.6,22.5,"96",1.24,3,"primary"
"LM0197","E57aAFR","E5",20.99,21.35,"98.3138173302108",1.15,3,"primary"
"LM0198","E57aOVY","E5",17.3,17.65,"98.0169971671388",1,3,"primary"
"LM0199","E57aBPQ","E5",27.06,26.85,"100.782122905028",0.64,3,"primary"
"LM0200","E57aILZ","E5",24.58,22.32,"110.125448028674",0.94,3,"primary"
"LM0201","E57aGUV","E5",21.23,21.75,"97.6091954022989",0.8,3,"primary"
"LM0202","E57aGJT","E5",18.37,17.68,"103.902714932127",0,3,"primary"
"LM0203","E57aQRV","E5",20.64,20.26,"101.87561697927",0.89,3,"primary"
"LM0204","E57aHLV","E5",19.99,19.26,"103.790238836968",0.35,3,"primary"
"LM0206","E57aLOW","E5",17.4,16.97,"102.533883323512",0.2,3,"primary"
"LM0207","E57aANQ","E5",17.25,17.27,"99.8841922408801",0.86,3,"primary"
"LM0208","E57aLOX","E5",24.15,22.82,"105.828220858896",1.04,3,"primary"
"LM0209","E57aHIM","E5",22.22,22.09,"100.588501584427",0,3,"primary"
"LM0210","E57aBKM","E5",16.08,15.65,"102.747603833866",1.38,3,"primary"
"LM0211","E57aGHI","E5",17.4,17.42,"99.8851894374282",1.11,3,"primary"
"LM0212","E57aGKV","E5",21.06,21.58,"97.5903614457831",1.71,3,"primary"
"LM0213","E57aDJW","E5",15.95,15.39,"103.638726445744",1.22,3,"primary"
"LM0214","E57aKPT","E5",28.3,27.43,"103.171709806781",1.59,3,"primary"
"LM0215","E57aDGQ","E5",24.29,23.9,"101.63179916318",2.07,3,"primary"
"LM0216","E57aJMW","E5",16.84,18.37,"91.6712030484485",1.5,3,"primary"
"LM0217","E57aCDS","E5",17.41,17.74,"98.1397970687712",0.46,3,"primary"
"LM0218","E57aCGX","E5",20.2,20.36,"99.2141453831041",0,3,"primary"
"LM0219","E57aABG","E5",19.05,19,"100.263157894737",0.85,3,"primary"
"LM0220","E57aCIM","E5",19,19.72,"96.3488843813387",1.29,3,"primary"
"LM0221","E57aAQR","E5",19.16,19.73,"97.1109984794729",1.34,3,"primary"
"LM0222","E57aBIN","E5",22.48,23.99,"93.705710712797",0,3,"primary"
"LM0223","E57aAOU","E5",20.46,20.73,"98.6975397973951",0.84,3,"primary"
"LM0224","E57aEGN","E5",17.97,19.21,"93.5450286309214",0.49,3,"primary"
"LM0225","E57aGLO","E5",30.2,28.05,"107.664884135472",0,3,"primary"
"LM0226","E57aBLR","E5",15.66,15.16,"103.298153034301",0.56,3,"primary"
"LM0227","E57aACU","E5",22.21,20.03,"110.883674488268",1.4,3,"primary"
"LM0228","E57aISW","E5",20.87,18.56,"112.446120689655",0.92,3,"primary"
"LM0229","E57aHMU","E5",15.66,15.82,"98.9886219974716",0.23,3,"primary"
"LM0230","E57aWYZ","E5",16.03,15.87,"101.008191556396",0.93,3,"primary"
"LM0231","E57aLQX","E5",19.8,18.71,"105.8257616248",0.86,3,"primary"
"LM0232","E57aCSY","E5",24.08,24.14,"99.7514498757249",0,3,"primary"
"LM0233","E57aCMZ","E5",25.72,24.55,"104.765784114053",0.98,3,"primary"
"LM0234","E57aQRS","E5",28.12,28.55,"98.4938704028021",1.15,3,"primary"
"LM0235","E57aEIM","E5",18.81,17.03,"110.452143276571",1.67,3,"primary"
"LM0236","E57aDHR","E5",23.94,23.64,"101.269035532995",1.73,3,"primary"
"LM0237","E57aHMY","E5",12.78,11.02,"115.970961887477",1.12,3,"primary"
"LM0238","E57aDIS","E5",17.12,15.31,"111.822338340954",0,3,"primary"
"LM0239","E57aHTZ","E5",18.72,16.84,"111.163895486936",2.14,3,"primary"
"LM0240","E57aALU","E5",18.16,16.19,"112.168004941322",0,3,"primary"
"LM0241","E57aHJZ","E5",15.37,14.51,"105.92694693315",0.29,3,"primary"
"LM0242","E57aGJY","E5",17.96,15.65,"114.760383386581",2.39,3,"primary"
"LM0243","E57aEMP","E5",18.79,18.58,"101.130247578041",0.92,3,"primary"
"LM0244","E57aBFI","E5",14.31,12.33,"116.058394160584",1.27,3,"primary"
"LM0245","E57aFTV","E5",16.82,16.71,"100.65828845003",1.52,3,"primary"
"LM0246","E57aBLN","E5",19.79,17.95,"110.25069637883",0.7,3,"primary"
"LM0247","E57aHLY","E5",24.58,25.21,"97.5009916699722",1.84,3,"primary"
"LM0248","E57aAUZ","E5",19.15,17.99,"106.44802668149",1.32,3,"primary"
"LM0249","E57aKRZ","E5",22.05,22.27,"99.0121239335429",0.96,3,"primary"
"LM0250","E57aPVY","E5",20.84,20.59,"101.214181641574",1.29,3,"primary"
"LM0251","E57aDIM","E5",20.9,19.67,"106.253177427555",1.76,3,"primary"
"LM0252","E57aBHR","E5",15.32,15.01,"102.065289806795",0,3,"primary"
"LM0253","E57aEUZ","E5",11.53,11.08,"104.061371841155",0,3,"primary"
"LM0254","E57aFLV","E5",20.52,20.16,"101.785714285714",1.73,3,"primary"
"LM0255","E57aJWY","E5",15.78,14.65,"107.713310580205",1.47,3,"primary"
"LM0256","E57aFTY","E5",26.21,25.63,"102.262973078424",0.39,3,"primary"
"LM0257","E57aDIN","E5",20.22,19.57,"103.321410321921",0.93,3,"primary"
"LM0258","E57aCEF","E5",15.87,17.53,"90.530519110097",1.26,3,"primary"
"LM0259","E57aKMU","E5",26.01,24.62,"105.645816409423",0.74,3,"primary"
"LM0260","E57aENS","E5",19.39,20.11,"96.4196916956738",1.26,3,"primary"
"LM0261","E57aIUV","E5",15.9,15.38,"103.381014304291",1.05,3,"primary"
"LM0262","E57aANV","E5",16.07,15.24,"105.446194225722",1.62,3,"primary"
"LM0263","E57aHSW","E5",17.88,18.47,"96.8056307525717",1.16,3,"primary"
"LM0264","E57aFGM","E5",16.55,17.69,"93.5556811758055",0,3,"primary"
"LM0265","E57aFTU","E5",24.75,23.29,"106.268784886217",0,3,"primary"
"LM0266","E57aPQS","E5",19.15,18.04,"106.152993348115",1.85,3,"primary"
"LM0267","E57aBPY","E5",28.36,26.73,"106.098017209128",0.93,3,"primary"
"LM0268","E57aFIV","E5",17.78,18.01,"98.7229317046086",0,3,"primary"
"LM0269","E57aGTV","E5",20.73,20.09,"103.185664509706",1.03,3,"primary"
"LM0270","E57aAEI","E5",20.45,19.14,"106.844305120167",1.19,3,"primary"
"LM0271","E57aKYZ","E5",21.3,21.28,"100.093984962406",1.2,3,"primary"
"LM0272","E57aDKY","E5",16.25,16.13,"100.743955362678",1.31,3,"primary"
"LM0273","E57aFYZ","E5",18.79,18.66,"100.69667738478",0,3,"primary"
"LM0274","E57aRWX","E5",26.1,24.65,"105.882352941176",0.39,3,"primary"
"LM0275","E57aKUW","E5",18.81,19.4,"96.9587628865979",1.3,3,"primary"
"LM0276","E57aFHS","E5",25.67,24.31,"105.594405594406",1.18,3,"primary"
"LM0277","E57aLPY","E5",18.46,19.36,"95.3512396694215",1.52,3,"primary"
"LM0278","E57aEGJ","E5",17.81,17.54,"101.539338654504",0,3,"primary"
"LM0279","E57aBIU","E5",12.8,13.43,"95.3090096798213",0.72,3,"primary"
"LM0280","E57aFLO","E5",15.45,16.32,"94.6691176470588",1.17,3,"primary"
"LM0281","E57aJUY","E5",14.16,14.41,"98.265093684941",1.28,3,"primary"
"LM0282","E57aEQV","E5",24.47,24.32,"100.616776315789",0,3,"primary"
"LM0283","E57aJTY","E5",14.78,15.15,"97.5577557755775",1.74,3,"primary"
"LM0284","E57aHKO","E5",20.8,21.53,"96.6093822573154",1.78,3,"primary"
"LM0285","E57aGQV","E5",15.17,15.92,"95.2889447236181",1.18,3,"primary"
"LM0286","E57aCDR","E5",14.83,15.42,"96.1738002594034",1.57,3,"primary"
"LM0287","E57aDJL","E5",18.9,19.81,"95.4063604240283",1.57,3,"primary"
"LM0288","E57aFRU","E5",16.1,17.29,"93.1174089068826",1.32,3,"primary"
"LM0289","E57aISV","E5",18.34,19.44,"94.3415637860082",1.48,3,"primary"
"LM0291","E57aJSX","E5",16.83,16.53,"101.814882032668",0,3,"primary"
"LM0292","E57aCLX","E5",21.27,20.56,"103.453307392996",1.64,3,"primary"
"LM0293","E57aTVW","E5",16.95,16.94,"100.059031877214",1.11,3,"primary"
"LM0294","E57aCVZ","E5",13.4,13.66,"98.0966325036603",0,3,"primary"
"LM0295","E57aGSY","E5",17.52,17.12,"102.336448598131",1.65,3,"primary"
"LM0179","E57aELN","E5",19.45,18.93,"102.746962493397",1.35,4,"primary"
"LM0180","E57aGLV","E5",24.01,24.1,"99.6265560165975",1.78,4,"primary"
"LM0181","E57aPSY","E5",17.65,17.5,"100.857142857143",1.57,4,"primary"
"LM0182","E57aABD","E5",17.35,16.94,"102.420306965762",0.7,4,"primary"
"LM0183","E57aDEO","E5",17.1,17.08,"100.117096018735",1.67,4,"primary"
"LM0184","E57aEHS","E5",21.86,22.8,"95.8771929824561",1.4,4,"primary"
"LM0185","E57aBCE","E5",20.6,20.1,"102.487562189055",1.23,4,"primary"
"LM0186","E57aCEW","E5",18.25,18.1,"100.828729281768",0,4,"primary"
"LM0187","E57aEPU","E5",16.02,16.71,"95.8707360861759",0,4,"primary"
"LM0188","E57aDNX","E5",19.76,20.6,"95.9223300970874",1.21,4,"primary"
"LM0189","E57aAYZ","E5",16.24,17.03,"95.3611274221961",1.16,4,"primary"
"LM0190","E57aVWX","E5",16.06,15.55,"103.279742765273",1.44,4,"primary"
"LM0191","E57aBHO","E5",22.15,21.97,"100.819299044151",1.41,4,"primary"
"LM0192","E57aEHN","E5",21.6,21.06,"102.564102564103",1.02,4,"primary"
"LM0193","E57aIVZ","E5",15.95,16.4,"97.2560975609756",0.74,4,"primary"
"LM0194","E57aKNX","E5",19.48,20.37,"95.6308296514482",0.9,4,"primary"
"LM0195","E57aJVY","E5",17.23,16.88,"102.07345971564",0,4,"primary"
"LM0196","E57aEMV","E5",21.69,22.5,"96.4",0.48,4,"primary"
"LM0197","E57aBFO","E5",22.06,21.35,"103.325526932084",1.54,4,"primary"
"LM0198","E57aDEZ","E5",18.42,17.65,"104.362606232295",1.05,4,"primary"
"LM0199","E57aFOT","E5",27.73,26.85,"103.277467411546",1.04,4,"primary"
"LM0200","E57aCQV","E5",25.05,22.32,"112.231182795699",1.06,4,"primary"
"LM0201","E57aAUY","E5",23.58,21.75,"108.413793103448",1.3,4,"primary"
"LM0202","E57aDEN","E5",17.73,17.68,"100.282805429864",1.3,4,"primary"
"LM0203","E57aEGO","E5",21.38,20.26,"105.528134254689",0.9,4,"primary"
"LM0204","E57aKRW","E5",18.62,19.26,"96.6770508826584",0,4,"primary"
"LM0206","E57aAIS","E5",15.86,16.97,"93.4590453741898",1.45,4,"primary"
"LM0207","E57aJKO","E5",16.79,17.27,"97.2206137811233",1.3,4,"primary"
"LM0208","E57aAFV","E5",22.74,22.82,"99.6494303242769",0.87,4,"primary"
"LM0209","E57aGNX","E5",21.54,22.09,"97.5101856043458",1.1,4,"primary"
"LM0210","E57aFGI","E5",16.07,15.65,"102.683706070288",1.27,4,"primary"
"LM0211","E57aFNP","E5",17.05,17.42,"97.8760045924225",2.47,4,"primary"
"LM0212","E57aHLO","E5",19.42,21.58,"89.9907321594069",1.36,4,"primary"
"LM0213","E57aCGQ","E5",14.74,15.39,"95.7764782326186",0,4,"primary"
"LM0214","E57aPRY","E5",26.54,27.43,"96.7553773240977",0.54,4,"primary"
"LM0215","E57aEWX","E5",22.96,23.9,"96.0669456066946",0,4,"primary"
"LM0216","E57aGIQ","E5",16.29,18.37,"88.6771910724007",1.5,4,"primary"
"LM0217","E57aMXY","E5",16.77,17.74,"94.5321307779031",0.92,4,"primary"
"LM0218","E57aMUW","E5",20.6,20.36,"101.178781925344",1.42,4,"primary"
"LM0219","E57aOXY","E5",19.49,19,"102.578947368421",0.65,4,"primary"
"LM0220","E57aBDM","E5",19.38,19.72,"98.2758620689655",0.95,4,"primary"
"LM0221","E57aPQU","E5",19.9,19.73,"100.861632032438",2.44,4,"primary"
"LM0222","E57aIJU","E5",22.35,23.99,"93.1638182576073",1.13,4,"primary"
"LM0223","E57aFGK","E5",21.42,20.73,"103.328509406657",0,4,"primary"
"LM0224","E57aGTX","E5",18.9,19.21,"98.3862571577303",1.17,4,"primary"
"LM0225","E57aNTY","E5",27.81,28.05,"99.144385026738",0,4,"primary"
"LM0226","E57aETX","E5",15.08,15.16,"99.4722955145119",1.1,4,"primary"
"LM0227","E57aPTU","E5",22,20.03,"109.835247129306",0.93,4,"primary"
"LM0228","E57aBMX","E5",20.73,18.56,"111.691810344828",0.78,4,"primary"
"LM0229","E57aHKV","E5",15.45,15.82,"97.661188369153",2.01,4,"primary"
"LM0230","E57aHPX","E5",15.84,15.87,"99.8109640831758",1.64,4,"primary"
"LM0231","E57aSXZ","E5",19.08,18.71,"101.97755211117",1.4,4,"primary"
"LM0232","E57aANW","E5",23.86,24.14,"98.8400994200497",0,4,"primary"
"LM0233","E57aOPV","E5",26.11,24.55,"106.354378818737",0.78,4,"primary"
"LM0234","E57aNUV","E5",29.85,28.55,"104.553415061296",0,4,"primary"
"LM0235","E57aFHL","E5",18.81,17.03,"110.452143276571",1.96,4,"primary"
"LM0236","E57aAOX","E5",24.15,23.64,"102.157360406091",1.75,4,"primary"
"LM0237","E57aFLZ","E5",11.69,11.02,"106.079854809437",1.55,4,"primary"
"LM0238","E57aETZ","E5",16.9,15.31,"110.385369039843",1.29,4,"primary"
"LM0239","E57aAEQ","E5",18.5,16.84,"109.857482185273",1.52,4,"primary"
"LM0240","E57aUWY","E5",18.17,16.19,"112.229771463867",0,4,"primary"
"LM0241","E57aPRS","E5",15.26,14.51,"105.168849069607",1.28,4,"primary"
"LM0242","E57aMOX","E5",18,15.65,"115.015974440895",1.12,4,"primary"
"LM0243","E57aJLT","E5",18.28,18.58,"98.3853606027987",1.59,4,"primary"
"LM0244","E57aHJW","E5",14.23,12.33,"115.409570154096",1.2,4,"primary"
"LM0245","E57aARV","E5",16.85,16.71,"100.837821663674",1.82,4,"primary"
"LM0246","E57aRTV","E5",19.95,17.95,"111.142061281337",1.25,4,"primary"
"LM0247","E57aKUX","E5",24.58,25.21,"97.5009916699722",1.01,4,"primary"
"LM0248","E57aHJM","E5",19.04,17.99,"105.836575875486",2.15,4,"primary"
"LM0249","E57aAES","E5",21.32,22.27,"95.7341715312079",0,4,"primary"
"LM0250","E57aJOV","E5",20.65,20.59,"100.291403593978",1.18,4,"primary"
"LM0251","E57aBPR","E5",21.4,19.67,"108.795119471276",0.36,4,"primary"
"LM0252","E57aHPY","E5",15.51,15.01,"103.331112591606",0,4,"primary"
"LM0253","E57aCIY","E5",11.47,11.08,"103.519855595668",0.97,4,"primary"
"LM0254","E57aJKL","E5",20.83,20.16,"103.323412698413",1.43,4,"primary"
"LM0255","E57aCMS","E5",15.36,14.65,"104.846416382253",1.52,4,"primary"
"LM0256","E57aKLZ","E5",25.9,25.63,"101.053452984783",0.66,4,"primary"
"LM0257","E57aELP","E5",20.27,19.57,"103.576903423608",1.66,4,"primary"
"LM0258","E57aOSV","E5",16.24,17.53,"92.6411865373645",0,4,"primary"
"LM0259","E57aMQU","E5",24.99,24.62,"101.502843216897",1.21,4,"primary"
"LM0260","E57aNWY","E5",19.35,20.11,"96.2207856787668",1.56,4,"primary"
"LM0261","E57aDQS","E5",15.06,15.38,"97.9193758127438",1.94,4,"primary"
"LM0262","E57aGMO","E5",15.45,15.24,"101.377952755906",0,4,"primary"
"LM0263","E57aJPS","E5",17.03,18.47,"92.203573362209",1.68,4,"primary"
"LM0264","E57aHNW","E5",16.17,17.69,"91.4075749010741",0.31,4,"primary"
"LM0265","E57aDGZ","E5",22.8,23.29,"97.8960927436668",1.21,4,"primary"
"LM0266","E57aHRZ","E5",19.41,18.04,"107.594235033259",0.53,4,"primary"
"LM0267","E57aHIJ","E5",27.52,26.73,"102.955480733259",0,4,"primary"
"LM0268","E57aMSX","E5",16.51,18.01,"91.671293725708",1.41,4,"primary"
"LM0269","E57aAGR","E5",20.24,20.09,"100.746640119462",0.77,4,"primary"
"LM0270","E57aBMU","E5",20.41,19.14,"106.635318704284",1.13,4,"primary"
"LM0271","E57aLRV","E5",21.02,21.28,"98.7781954887218",0.81,4,"primary"
"LM0272","E57aIKY","E5",15.8,16.13,"97.9541227526349",0,4,"primary"
"LM0273","E57aEYZ","E5",18.82,18.66,"100.85744908896",1.43,4,"primary"
"LM0274","E57aTYZ","E5",24.63,24.65,"99.9188640973631",0.79,4,"primary"
"LM0275","E57aHMO","E5",18.27,19.4,"94.1752577319588",0.35,4,"primary"
"LM0276","E57aBGX","E5",25.15,24.31,"103.455368161251",0,4,"primary"
"LM0277","E57aHMV","E5",18.2,19.36,"94.0082644628099",0.4,4,"primary"
"LM0278","E57aFGN","E5",17.07,17.54,"97.3204104903079",1.02,4,"primary"
"LM0279","E57aCPZ","E5",12.17,13.43,"90.6180193596426",1.33,4,"primary"
"LM0280","E57aFNT","E5",16.15,16.32,"98.9583333333333",0.8,4,"primary"
"LM0281","E57aDYZ","E5",13.87,14.41,"96.2526023594726",0,4,"primary"
"LM0282","E57aFKU","E5",23.67,24.32,"97.3273026315789",0.6,4,"primary"
"LM0283","E57aGUY","E5",14.61,15.15,"96.4356435643564",1.03,4,"primary"
"LM0284","E57aLMN","E5",20.12,21.53,"93.4509986065955",0,4,"primary"
"LM0285","E57aBDS","E5",14.59,15.92,"91.6457286432161",1.44,4,"primary"
"LM0286","E57aIPZ","E5",13.87,15.42,"89.9481193255512",0,4,"primary"
"LM0287","E57aJPT","E5",18.07,19.81,"91.2165572942958",0.82,4,"primary"
"LM0288","E57aBPW","E5",15.64,17.29,"90.4569115095431",0.98,4,"primary"
"LM0289","E57aJTU","E5",19.13,19.44,"98.4053497942387",0.8,4,"primary"
"LM0291","E57aJRY","E5",15.75,16.53,"95.2813067150635",0,4,"primary"
"LM0292","E57aBJO","E5",20.29,20.56,"98.6867704280156",1.1,4,"primary"
"LM0293","E57aEUY","E5",15.87,16.94,"93.6835891381346",1.07,4,"primary"
"LM0294","E57aLTX","E5",13.09,13.66,"95.8272327964861",0,4,"primary"
"LM0295","E57aAER","E5",16.54,17.12,"96.6121495327103",1.37,4,"primary"
"LM0179","E57aVXY","E5",19.22,18.93,"101.531959852087",0.27,5,"primary"
"LM0180","E57aLMW","E5",23.92,24.1,"99.253112033195",1.28,5,"primary"
"LM0181","E57aKMS","E5",16.91,17.5,"96.6285714285714",0.67,5,"primary"
"LM0182","E57aJMY","E5",17.37,16.94,"102.538370720189",0.05,5,"primary"
"LM0183","E57aEKQ","E5",16.87,17.08,"98.7704918032787",0.22,5,"primary"
"LM0184","E57aOPZ","E5",21.96,22.8,"96.3157894736842",0,5,"primary"
"LM0185","E57aCKR","E5",20.26,20.1,"100.796019900498",0,5,"primary"
"LM0186","E57aBQY","E5",18.45,18.1,"101.933701657459",0.06,5,"primary"
"LM0187","E57aMOU","E5",16.07,16.71,"96.1699581089168",0.74,5,"primary"
"LM0188","E57aAOV","E5",19.99,20.6,"97.0388349514563",1.04,5,"primary"
"LM0189","E57aCKY","E5",16.68,17.03,"97.9448032883147",1.82,5,"primary"
"LM0190","E57aCEP","E5",15.45,15.55,"99.3569131832797",0.96,5,"primary"
"LM0191","E57aHLZ","E5",22.23,21.97,"101.183431952663",0,5,"primary"
"LM0192","E57aEHX","E5",21.13,21.06,"100.332383665717",0,5,"primary"
"LM0193","E57aAGS","E5",15.57,16.4,"94.9390243902439",0,5,"primary"
"LM0194","E57aJLQ","E5",19.48,20.37,"95.6308296514482",0.2,5,"primary"
"LM0195","E57aPTV","E5",17.13,16.88,"101.481042654028",0.91,5,"primary"
"LM0196","E57aFGP","E5",21.81,22.5,"96.9333333333333",0.4,5,"primary"
"LM0197","E57aHJL","E5",21.86,21.35,"102.388758782201",1.18,5,"primary"
"LM0198","E57aMTY","E5",17.63,17.65,"99.8866855524079",0,5,"primary"
"LM0199","E57aFOQ","E5",27.66,26.85,"103.016759776536",0.51,5,"primary"
"LM0200","E57aETW","E5",25.79,22.32,"115.546594982079",1.31,5,"primary"
"LM0201","E57aAOZ","E5",22.67,21.75,"104.229885057471",0.8,5,"primary"
"LM0202","E57aDFG","E5",19.19,17.68,"108.5407239819",1.19,5,"primary"
"LM0203","E57aHTU","E5",21.79,20.26,"107.551826258638",0,5,"primary"
"LM0204","E57aHLP","E5",18.73,19.26,"97.2481827622014",0,5,"primary"
"LM0206","E57aBUV","E5",15.27,16.97,"89.9823217442546",1.46,5,"primary"
"LM0207","E57aBHT","E5",16,17.27,"92.6462072958888",1.74,5,"primary"
"LM0208","E57aPSV","E5",22.06,22.82,"96.669588080631",0.53,5,"primary"
"LM0209","E57aAFO","E5",20.32,22.09,"91.9873245812585",1.54,5,"primary"
"LM0210","E57aGRU","E5",15.94,15.65,"101.85303514377",1.7,5,"primary"
"LM0211","E57aPVW","E5",15.65,17.42,"89.8392652123995",0,5,"primary"
"LM0212","E57aNOP","E5",19.1,21.58,"88.5078776645042",0.57,5,"primary"
"LM0213","E57aDPZ","E5",13.47,15.39,"87.5243664717349",1.33,5,"primary"
"LM0214","E57aDLQ","E5",25.41,27.43,"92.6358002187386",1.38,5,"primary"
"LM0215","E57aCPS","E5",22.3,23.9,"93.3054393305439",0,5,"primary"
"LM0216","E57aBDV","E5",15.06,18.37,"81.9814915623299",0.81,5,"primary"
"LM0217","E57aMQY","E5",16.9,17.74,"95.2649379932356",1.41,5,"primary"
"LM0218","E57aBOS","E5",19.9,20.36,"97.7406679764244",0,5,"primary"
"LM0219","E57aCER","E5",19.03,19,"100.157894736842",0.33,5,"primary"
"LM0220","E57aDFL","E5",18.19,19.72,"92.2413793103448",1.75,5,"primary"
"LM0221","E57aQUX","E5",18.85,19.73,"95.5397871262038",0,5,"primary"
"LM0222","E57aFIU","E5",21.62,23.99,"90.1208837015423",0.78,5,"primary"
"LM0223","E57aAIR","E5",21.4,20.73,"103.232030873131",1.03,5,"primary"
"LM0224","E57aEIL","E5",18.41,19.21,"95.8355023425299",0.47,5,"primary"
"LM0225","E57aOQX","E5",27,28.05,"96.2566844919786",1.16,5,"primary"
"LM0226","E57aIQW","E5",14.33,15.16,"94.5250659630607",1.02,5,"primary"
"LM0227","E57aNXY","E5",22.12,20.03,"110.434348477284",0,5,"primary"
"LM0228","E57aCEH","E5",20.57,18.56,"110.82974137931",0.38,5,"primary"
"LM0229","E57aMNT","E5",15.84,15.82,"100.126422250316",0,5,"primary"
"LM0230","E57aFJN","E5",15.75,15.87,"99.2438563327032",0.84,5,"primary"
"LM0231","E57aBUY","E5",18.44,18.71,"98.5569214323891",0.07,5,"primary"
"LM0232","E57aEMO","E5",23.76,24.14,"98.4258492129246",0,5,"primary"
"LM0233","E57aHKX","E5",26.58,24.55,"108.26883910387",1.97,5,"primary"
"LM0234","E57aFJY","E5",31.03,28.55,"108.686514886165",0,5,"primary"
"LM0235","E57aAGI","E5",18.58,17.03,"109.101585437463",0.92,5,"primary"
"LM0236","E57aGOT","E5",24.24,23.64,"102.53807106599",0.24,5,"primary"
"LM0237","E57aEHK","E5",12.03,11.02,"109.165154264973",1.43,5,"primary"
"LM0238","E57aENR","E5",16.99,15.31,"110.97322011757",0.45,5,"primary"
"LM0239","E57aLRX","E5",18.44,16.84,"109.501187648456",1.93,5,"primary"
"LM0240","E57aHJR","E5",18.4,16.19,"113.650401482397",1.58,5,"primary"
"LM0241","E57aDFX","E5",14.43,14.51,"99.4486560992419",0.15,5,"primary"
"LM0242","E57aOQV","E5",17.93,15.65,"114.568690095847",0,5,"primary"
"LM0243","E57aIPR","E5",19.01,18.58,"102.314316469322",0.86,5,"primary"
"LM0244","E57aMXZ","E5",14.25,12.33,"115.571776155718",1.44,5,"primary"
"LM0245","E57aHIK","E5",16.69,16.71,"99.8803111909037",0.55,5,"primary"
"LM0246","E57aIKZ","E5",19.93,17.95,"111.030640668524",1.31,5,"primary"
"LM0247","E57aHOY","E5",24.37,25.21,"96.6679888932963",1.03,5,"primary"
"LM0248","E57aDOU","E5",19.22,17.99,"106.837131739855",1.11,5,"primary"
"LM0249","E57aDOS","E5",21.31,22.27,"95.6892680736417",0,5,"primary"
"LM0250","E57aDLM","E5",20.02,20.59,"97.2316658572122",1.08,5,"primary"
"LM0251","E57aCJN","E5",20.98,19.67,"106.65988815455",1.32,5,"primary"
"LM0252","E57aHIR","E5",15.58,15.01,"103.79746835443",1.3,5,"primary"
"LM0253","E57aINS","E5",11.31,11.08,"102.075812274368",0,5,"primary"
"LM0254","E57aBNX","E5",20.1,20.16,"99.702380952381",0,5,"primary"
"LM0255","E57aIMX","E5",15.46,14.65,"105.529010238908",0.26,5,"primary"
"LM0256","E57aBKQ","E5",25.65,25.63,"100.078033554428",0,5,"primary"
"LM0257","E57aJOQ","E5",19.83,19.57,"101.328564128769",1.8,5,"primary"
"LM0258","E57aILP","E5",16.42,17.53,"93.6679977181974",1.4,5,"primary"
"LM0259","E57aBUW","E5",24.6,24.62,"99.9187652315191",0.23,5,"primary"
"LM0260","E57aGUZ","E5",18.57,20.11,"92.3421183490801",1.06,5,"primary"
"LM0261","E57aIKN","E5",14.73,15.38,"95.7737321196359",1.06,5,"primary"
"LM0262","E57aPSW","E5",15.53,15.24,"101.902887139108",0,5,"primary"
"LM0263","E57aAPS","E5",17.22,18.47,"93.2322685435842",0.24,5,"primary"
"LM0264","E57aFPT","E5",14.31,17.69,"80.8931599773884",1.42,5,"primary"
"LM0265","E57aENP","E5",22.98,23.29,"98.6689566337484",0.07,5,"primary"
"LM0266","E57aDIU","E5",18.64,18.04,"103.325942350333",0,5,"primary"
"LM0267","E57aMOP","E5",28.31,26.73,"105.910961466517",0,5,"primary"
