"","EH_ID","Strain","HybridStatus","primary","challenge","labels","dpi","weight","weight_dpi0","Wchange","fecweight","oocyst_1","oocyst_2","oocyst_3","oocyst_4","average","OPG","comment","volume_PBS_mL","totalOocysts","infHistory","Caecum","delta","CXCR3","IRG6","IL.12"
"134","LM_0249","SCHUNT_STRA","outbred hybrids","E88","E64","E7aMPU",4,25.53,26.1,97.82,3.25,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"135","LM_0249","SCHUNT_STRA","outbred hybrids","E88","E64","E7aPSV",8,24.4,26.1,93.49,2.71,1,0,1,1,0.75,2767.52767527675,NA,1,7500,"E88:E64","pos",-5.96,-9.7675,-4.1475,-6.6525
"136","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aADV",5,23.42,23.16,101.12,1.34,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"137","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aAMS",4,23.05,23.16,99.53,2.01,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"138","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aDOT",2,21.89,23.16,94.52,1.18,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"139","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aEOT",8,21.84,23.16,94.3,1.32,0,0,0,0,0,0,NA,1,0,"E88:E88","pos",-4.73,-8.835,-4.365,-6.47
"140","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aGLO",3,22.36,23.16,96.55,1.98,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"141","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aGSZ",0,23.16,23.16,100,0.69,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"142","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aKNZ",1,21.85,23.16,94.34,0.93,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"143","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aLNT",6,23.09,23.16,99.7,1.06,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"144","LM_0251","STRA_BUSNA","inter subsp. hybrids","E88","E88","E7aMRZ",7,22.66,23.16,97.84,1.12,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"145","LM_0252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.17,-8.57,-12.845
"146","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aBCD",8,21.04,22.32,94.27,3.97,0,0,0,0,0,0,NA,1,0,"E88:E88","neg",-8.48,NA,NA,NA
"147","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aBCP",0,22.32,22.32,100,3.26,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"148","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aBQR",2,22.48,22.32,100.72,2.33,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"149","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aCHI",3,22.35,22.32,100.13,2.15,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"150","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aDMP",4,22.36,22.32,100.18,3.93,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"151","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aDVW",6,22.26,22.32,99.73,2.39,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"152","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aIUV",1,22.54,22.32,100.99,2.5,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"153","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aJRW",5,22.55,22.32,101.03,2.61,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"154","LM_0254","SCHUNT_PWD","inter subsp. hybrids","E88","E88","E7aLRS",7,22.75,22.32,101.93,1.71,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"155","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aAIR",1,18.44,18.26,100.99,1.41,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"156","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aBWZ",5,17.24,18.26,94.41,0.68,24,39,37,23,30.75,452205.882352941,NA,1,307500,"E88:E64",NA,NA,NA,NA,NA
"157","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aCHX",4,17.69,18.26,96.88,1.74,0,0,1,2,0.75,4310.34482758621,NA,1,7500,"E88:E64",NA,NA,NA,NA,NA
"158","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aDFU",3,17.98,18.26,98.47,1.49,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"159","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aDPW",0,18.26,18.26,100,1.07,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"160","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aFGM",2,18.58,18.26,101.75,0.96,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"161","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aGOW",6,17.35,18.26,95.02,0.86,28,23,37,29,29.25,340116.279069767,NA,1,292500,"E88:E64",NA,NA,NA,NA,NA
"162","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aMOR",8,16.99,18.26,93.04,1.41,5,11,13,8,9.25,65602.8368794326,NA,1,92500,"E88:E64","pos",-2.73,-10.875,-3.245,-6.495
"163","LM_0255","BUSNA_BUSNA","parental strains","E88","E64","E7aNPY",7,17.55,18.26,96.11,1.28,30,27,32,38,31.75,248046.875,NA,1,317500,"E88:E64",NA,NA,NA,NA,NA
"164","LM_0256","STRA_STRA","parental strains","E88","E88","E7aAGS",1,29.26,29.15,100.38,1.74,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"165","LM_0256","STRA_STRA","parental strains","E88","E88","E7aAOX",5,30.71,29.15,105.35,2.27,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"166","LM_0256","STRA_STRA","parental strains","E88","E88","E7aBMX",7,30.58,29.15,104.91,1.59,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"167","LM_0256","STRA_STRA","parental strains","E88","E88","E7aBSU",2,29.91,29.15,102.61,1.12,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"168","LM_0256","STRA_STRA","parental strains","E88","E88","E7aIJY",0,29.15,29.15,100,1.77,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"169","LM_0256","STRA_STRA","parental strains","E88","E88","E7aJRX",4,30.05,29.15,103.09,2.22,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"170","LM_0256","STRA_STRA","parental strains","E88","E88","E7aJVZ",8,29.82,29.15,102.3,2.16,0,0,0,0,0,0,NA,1,0,"E88:E88","neg",-8.9,-8.5175,-2.1375,-4.0625
"171","LM_0256","STRA_STRA","parental strains","E88","E88","E7aKLQ",6,30.26,29.15,103.81,1.91,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"172","LM_0256","STRA_STRA","parental strains","E88","E88","E7aKNQ",3,30.92,29.15,106.07,1.93,0,0,0,0,0,0,NA,1,0,"E88:E88",NA,NA,NA,NA,NA
"173","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aBEF",1,22.37,22.75,98.33,1.53,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"174","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aCJP",0,22.75,22.75,100,2.32,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"175","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aDHX",4,22.35,22.75,98.24,3.66,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"176","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aEJP",2,22.51,22.75,98.95,1.14,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"177","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aJQU",8,20.44,22.75,89.85,1.46,4,1,1,1,1.75,11986.301369863,NA,1,17500,"E88:E64","pos",-6.93,-10.995,-3.45,-5.385
"178","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aLOW",3,21.7,22.75,95.38,1.79,0,0,0,0,0,0,NA,1,0,"E88:E64",NA,NA,NA,NA,NA
"179","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aPVX",7,21.77,22.75,95.69,1.11,25,29,28,23,26.25,236486.486486486,NA,1,262500,"E88:E64",NA,NA,NA,NA,NA
"180","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aTUV",5,21.3,22.75,93.63,2.89,28,23,24,38,28.25,97750.8650519031,NA,1,282500,"E88:E64",NA,NA,NA,NA,NA
"181","LM_0257","SCHUNT_SCHUNT","parental strains","E88","E64","E7aUVY",6,21.03,22.75,92.44,0.96,14,14,11,15,13.5,140625,NA,1,135000,"E88:E64",NA,NA,NA,NA,NA
"182","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aAEQ",4,19.42,19.74,98.38,1.24,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"183","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aCGS",2,19.47,19.74,98.63,1.3,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"184","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aFYZ",3,19.44,19.74,98.48,1.92,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"185","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aHJU",0,19.74,19.74,100,1.25,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"186","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aHKX",7,18.14,19.74,91.89,0.87,46,61,77,58,60.5,695402.298850575,NA,1,605000,"E64:E64",NA,NA,NA,NA,NA
"187","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aHVW",8,18.28,19.74,92.6,1.22,4,4,3,6,4.25,34836.0655737705,NA,1,42500,"E64:E64","pos",-5.75,-8.295,-2.285,-5.855
"188","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aJXZ",5,18.53,19.74,93.87,1.08,13,16,14,10,13.25,122685.185185185,NA,1,132500,"E64:E64",NA,NA,NA,NA,NA
"189","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aKMS",6,18.7,19.74,94.73,0.84,5,14,5,9,8.25,98214.2857142857,NA,1,82500,"E64:E64",NA,NA,NA,NA,NA
"190","LM_0258","BUSNA_PWD","outbred hybrids","E64","E64","E7aOPZ",1,19.18,19.74,97.16,1.55,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"191","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aAFV",2,29.25,28.89,101.25,1.14,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"192","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aALR",0,28.89,28.89,100,1.64,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"193","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aCLS",5,28.55,28.89,98.82,1.5,33,42,29,31,33.75,225000,NA,1,337500,"E64:E64",NA,NA,NA,NA,NA
"194","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aDKW",4,28.54,28.89,98.79,1.86,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"195","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aFGV",1,29.68,28.89,102.73,2.19,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"196","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aGHI",8,28.32,28.89,98.03,2.58,2,0,1,0,0.75,2906.97674418605,NA,1,7500,"E64:E64","neg",-8,-9.505,-3.07,-5.27
"197","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aGHL",6,28.77,28.89,99.58,1.57,67,55,71,65,64.5,410828.025477707,NA,1,645000,"E64:E64",NA,NA,NA,NA,NA
"198","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aGTW",3,29.46,28.89,101.97,1.68,0,0,0,0,0,0,NA,1,0,"E64:E64",NA,NA,NA,NA,NA
"199","LM_0259","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7aNUY",7,29.44,28.89,101.9,1.38,12,4,7,4,6.75,48913.0434782609,NA,1,67500,"E64:E64",NA,NA,NA,NA,NA
"200","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bAUZ",6,26,29.02,89.59338387,2.76,9,18,9,14,12.5,45289.8550724638,"",1,125000,"E64:E64",NA,NA,NA,NA,NA
"201","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bCKT",0,29.02,29.02,100,1.21,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"202","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bGHV",8,27.06,29.02,93.24603722,3.14,0,0,0,0,0,0,"",1,0,"E64:E64","neg",-11.9,-11.615,-3.91,-6.305
"203","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bGIT",4,28.15,29.02,97.00206754,1.03,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"204","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bITX",3,29.36,29.02,101.1716058,1.61,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"205","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bJKZ",5,28.75,29.02,99.06960717,2.65,26,24,38,28,29,109433.962264151,"",1,290000,"E64:E64",NA,NA,NA,NA,NA
"206","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bNTU",7,27.42,29.02,94.48656099,2.37,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"207","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bRSU",1,29.82,29.02,102.7567195,1.82,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"208","LM_0260","SCHUNT_SCHUNT","parental strains","E64","E64","E7bRTX",2,29.31,29.02,100.9993108,1.27,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"209","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aCFZ",4,19.01,20.09,94.62,2.52,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"210","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aCLZ",1,19.81,20.09,98.61,1.16,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"211","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aCNO",5,19.34,20.09,96.27,1.09,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"212","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aDLN",0,20.09,20.09,100,0.77,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"213","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aDMN",2,19.79,20.09,98.51,0.95,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"214","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aDTW",3,19.56,20.09,97.36,1.25,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"215","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aFGZ",6,19.57,20.09,97.41,1.51,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"216","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aKOP",8,18.69,20.09,93.03,1.36,0,0,0,0,0,0,NA,1,0,"E64:E88","neg",-5.9,-10.8875,-6.3575,-9.9775
"217","LM_0261","PWD_SCHUNT","inter subsp. hybrids","E64","E88","E7aPRZ",7,19.74,20.09,98.26,1.21,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"218","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bABO",8,22.95,21.13,108.613346,1.42,1,0,0,0,0.25,1760.56338028169,"",1,2500,"E64:E64","neg",-10.06,-12.8075,-5.5025,-7.7025
"219","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bAMV",5,21.94,21.13,103.8334122,1.72,8,7,17,8,10,58139.5348837209,"",1,1e+05,"E64:E64",NA,NA,NA,NA,NA
"220","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bBKV",4,22.96,21.13,108.660672,1.04,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"221","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bCFV",2,21.95,21.13,103.8807383,1.65,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"222","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bFHK",7,22.27,21.13,105.3951727,1.58,2,0,1,1,1,6329.11392405063,"",1,10000,"E64:E64",NA,NA,NA,NA,NA
"223","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bHKS",1,21.53,21.13,101.8930431,1.38,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"224","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bHQZ",0,21.13,21.13,100,1.08,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"225","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bNRV",3,22.13,21.13,104.7326077,0.94,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"226","LM_0262","BUSNA_BUSNA","parental strains","E64","E64","E7bNSX",6,20.91,21.13,98.95882631,1.79,12,7,11,11,10.25,57262.5698324022,"",1,102500,"E64:E64",NA,NA,NA,NA,NA
"227","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bAKS",1,21.82,21.25,102.6823529,2.22,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"228","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bBIJ",4,22.37,21.25,105.2705882,0.98,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"229","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bCHM",5,22.05,21.25,103.7647059,1.66,29,34,31,33,31.75,191265.060240964,"",1,317500,"E64:E64",NA,NA,NA,NA,NA
"230","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bDHI",2,22.28,21.25,104.8470588,1.67,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"231","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bJRZ",6,20.33,21.25,95.67058824,1.82,40,28,29,32,32.25,177197.802197802,"",1,322500,"E64:E64",NA,NA,NA,NA,NA
"232","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bLMZ",8,21.26,21.25,100.0470588,1.56,4,8,1,7,5,32051.2820512821,"",1,50000,"E64:E64","pos",-8.38,-4.88,-12.735,-6.165
"233","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bLNO",0,21.25,21.25,100,1.45,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"234","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bNPW",7,22.03,21.25,103.6705882,1.27,7,7,5,6,6.25,49212.5984251968,"",1,62500,"E64:E64",NA,NA,NA,NA,NA
"235","LM_0263","PWD_SCHUNT","inter subsp. hybrids","E64","E64","E7bQRT",3,21.82,21.25,102.6823529,1.48,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"236","LM_0264","PWD_PWD","parental strains","E64","E88","E7aADL",8,17.81,17.88,99.61,1.01,0,0,0,0,0,0,NA,1,0,"E64:E88","neg",-10.02,-7.4725,-1.0475,-4.9125
"237","LM_0264","PWD_PWD","parental strains","E64","E88","E7aAJT",1,18.3,17.88,102.35,0.82,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"238","LM_0264","PWD_PWD","parental strains","E64","E88","E7aBEV",6,18.08,17.88,101.12,0.95,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"239","LM_0264","PWD_PWD","parental strains","E64","E88","E7aBQY",7,18.4,17.88,102.91,1.08,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"240","LM_0264","PWD_PWD","parental strains","E64","E88","E7aDIJ",5,17.65,17.88,98.71,1.05,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"241","LM_0264","PWD_PWD","parental strains","E64","E88","E7aELV",0,17.88,17.88,100,0.66,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"242","LM_0264","PWD_PWD","parental strains","E64","E88","E7aENV",3,18.27,17.88,102.18,0.89,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"243","LM_0264","PWD_PWD","parental strains","E64","E88","E7aIJR",4,18.55,17.88,103.75,1.06,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"244","LM_0264","PWD_PWD","parental strains","E64","E88","E7aOQT",2,18.31,17.88,102.4,1.05,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"245","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bAFP",5,25.3,26.43,95.72455543,2.51,28,32,20,25,26.25,209163.346613546,"plus 1ml PBS",2,525000,"E64:E64",NA,NA,NA,NA,NA
"246","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bAHU",6,23.73,26.43,89.78433598,2.06,12,14,23,5,13.5,65533.9805825243,"",1,135000,"E64:E64",NA,NA,NA,NA,NA
"247","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bBKY",2,26.3,26.43,99.5081347,2.54,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"248","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bDKM",0,26.43,26.43,100,1.39,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"249","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bEIS",3,26.41,26.43,99.92432841,1.47,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"250","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bFGW",4,25.91,26.43,98.03253878,1.09,0,0,0,0,0,0,"",1,0,"E64:E64",NA,NA,NA,NA,NA
"251","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bGSV",7,25.95,26.43,98.18388195,1.35,2,2,3,4,2.75,20370.3703703704,"",1,27500,"E64:E64",NA,NA,NA,NA,NA
"252","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bIMQ",8,26.37,26.43,99.77298524,2.45,0,0,0,1,0.25,1020.40816326531,"",1,2500,"E64:E64","neg",-11.42,-5.5275,-15.3325,-6.5675
"253","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bIMQ",8,26.37,26.43,99.77298524,2.45,0,0,0,1,0.25,1020.40816326531,"",1,2500,"E64:E64","neg",-11.42,-5.5275,-15.3325,-6.5675
"254","LM_0265","BUSNA_STRA","inter subsp. hybrids","E64","E64","E7bPQY",1,26.11,26.43,98.78925463,2.34,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E64",NA,NA,NA,NA,NA
"255","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aCOW",7,20.44,23.94,85.38,2.17,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"256","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aDJP",0,23.94,23.94,100,1.67,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"257","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aDKO",5,21.39,23.94,89.35,2.18,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"258","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aFLN",4,21.47,23.94,89.68,1.36,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"259","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aFLY",6,20.36,23.94,85.05,2.12,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"260","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aGRV",3,22.57,23.94,94.28,0.96,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"261","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aIOS",8,19.59,23.94,81.83,2.79,0,0,0,0,0,0,NA,1,0,"E64:E88","neg",-8.25,-8.0425,0.862500000000001,-4.0675
"262","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aJTV",1,22.67,23.94,94.7,1.28,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"263","LM_0266","SCHUNT_STRA","outbred hybrids","E64","E88","E7aJUV",2,23.01,23.94,96.12,1.18,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"264","LM_0268","SCHUNT_SCHUNT","parental strains","E64","E88","E7aAWZ",3,19.66,20.84,94.34,1.27,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"265","LM_0268","SCHUNT_SCHUNT","parental strains","E64","E88","E7aAYZ",7,19.2,20.84,92.13,1.58,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"266","LM_0268","SCHUNT_SCHUNT","parental strains","E64","E88","E7aCPW",1,19.76,20.84,94.82,1.96,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
"267","LM_0268","SCHUNT_SCHUNT","parental strains","E64","E88","E7aDGZ",4,19.79,20.84,94.96,2.21,0,0,0,0,0,0,NA,1,0,"E64:E88",NA,NA,NA,NA,NA
